Category,Longitude,Latitude,Serial_Num,Season,Name,ISO_time,Nature,wmo_wind,wmo_pres,year,month,day,hour,min
1,62.5,19.39999962,2014297N11062,2014,NILOFAR,10/29/2014 15:00, NR,70,980,2014,10,29,15,0
1,62.79999924,19.39999962,2014297N11062,2014,NILOFAR,10/29/2014 18:00, NR,70,986,2014,10,29,18,0
1,-107.0999985,11.39999962,2014303N11261,2014,VANCE,11/2/2014 12:00, TS,65,994,2014,11,2,12,0
1,-108.1999969,12.19999981,2014303N11261,2014,VANCE,11/2/2014 18:00, TS,75,986,2014,11,2,18,0
1,133.5,14.10000038,2014303N13141,2014,NURI,11/1/2014 12:00, TS,65,965,2014,11,1,12,0
1,133.1000061,14.80000019,2014303N13141,2014,NURI,11/1/2014 18:00, TS,75,955,2014,11,1,18,0
1,137.3000031,24.60000038,2014303N13141,2014,NURI,11/5/2014 0:00, TS,80,945,2014,11,5,0,0
1,138.1000061,25.5,2014303N13141,2014,NURI,11/5/2014 6:00, TS,75,950,2014,11,5,6,0
1,138.8999939,26.20000076,2014303N13141,2014,NURI,11/5/2014 12:00, TS,70,960,2014,11,5,12,0
1,142.1000061,6.599999905,2014334N02156,2014,HAGUPIT,12/2/2014 18:00, TS,70,965,2014,12,2,18,0
1,140.5,7.5,2014334N02156,2014,HAGUPIT,12/3/2014 0:00, TS,75,955,2014,12,3,0,0
1,138.6000061,8.199999809,2014334N02156,2014,HAGUPIT,12/3/2014 6:00, TS,80,950,2014,12,3,6,0
1,123.5999985,12.5,2014334N02156,2014,HAGUPIT,12/7/2014 12:00, TS,75,965,2014,12,7,12,0
1,123.0999985,12.80000019,2014334N02156,2014,HAGUPIT,12/7/2014 18:00, TS,65,975,2014,12,7,18,0
1,94.40000153,-12.30000019,2014355S07099,2015,KATE,12/26/2014 6:33, NR,70,972,2014,12,26,6,33
1,94.34999847,-12.30000019,2014355S07099,2015,KATE,12/26/2014 9:00, NR,70,972,2014,12,26,9,0
1,94.19999695,-12.39999962,2014355S07099,2015,KATE,12/26/2014 12:00, NR,80,964,2014,12,26,12,0
1,94.09999847,-12.5,2014355S07099,2015,KATE,12/26/2014 15:00, NR,80,963,2014,12,26,15,0
1,92.90000153,-13.30000019,2014355S07099,2015,KATE,12/27/2014 16:30, NR,80,965,2014,12,27,16,30
1,92.90000153,-13.10000038,2014355S07099,2015,KATE,12/27/2014 21:00, NR,80,964,2014,12,27,21,0
1,92.80000305,-13.10000038,2014355S07099,2015,KATE,12/27/2014 22:30, NR,80,964,2014,12,27,22,30
1,92.80000305,-13.30000019,2014355S07099,2015,KATE,12/28/2014 0:00, NR,80,965,2014,12,28,0,0
1,92.69999695,-13.39999962,2014355S07099,2015,KATE,12/28/2014 3:00, NR,80,965,2014,12,28,3,0
1,92.69999695,-13.5,2014355S07099,2015,KATE,12/28/2014 6:00, NR,70,973,2014,12,28,6,0
1,92.5,-13.69999981,2014355S07099,2015,KATE,12/28/2014 9:00, NR,80,965,2014,12,28,9,0
1,92.59999847,-13.60000038,2014355S07099,2015,KATE,12/28/2014 12:00, NR,65,976,2014,12,28,12,0
1,92.40000153,-14,2014355S07099,2015,KATE,12/28/2014 15:00, NR,75,969,2014,12,28,15,0
1,92.09999847,-14.39999962,2014355S07099,2015,KATE,12/28/2014 21:00, NR,70,973,2014,12,28,21,0
1,91.5,-15.10000038,2014355S07099,2015,KATE,12/29/2014 12:00, NR,65,976,2014,12,29,12,0
1,90.90000153,-15.69999981,2014355S07099,2015,KATE,12/29/2014 18:00, NR,70,973,2014,12,29,18,0
1,90.61000061,-16.18000031,2014355S07099,2015,KATE,12/29/2014 22:00, NR,75,967,2014,12,29,22,0
1,90.30000305,-16.5,2014355S07099,2015,KATE,12/30/2014 0:00, NR,80,967,2014,12,30,0,0
1,53.29999924,-16.20000076,2013362S09053,2014,BEJISA,1/1/2014 0:00, TS,75,972,2014,1,1,0,0
1,53.29999924,-17.10000038,2013362S09053,2014,BEJISA,1/1/2014 6:00, TS,75,967,2014,1,1,6,0
1,53.29999924,-18.20000076,2013362S09053,2014,BEJISA,1/1/2014 12:00, TS,80,963,2014,1,1,12,0
1,53.59999847,-19,2013362S09053,2014,BEJISA,1/1/2014 18:00, TS,80,963,2014,1,1,18,0
1,53.79999924,-19.70000076,2013362S09053,2014,BEJISA,1/2/2014 0:00, TS,70,972,2014,1,2,0,0
1,54.29999924,-20.5,2013362S09053,2014,BEJISA,1/2/2014 6:00, TS,72,970,2014,1,2,6,0
1,54.79999924,-21.39999962,2013362S09053,2014,BEJISA,1/2/2014 12:00, TS,80,965,2014,1,2,12,0
1,55.20000076,-21.79999924,2013362S09053,2014,BEJISA,1/2/2014 18:00, TS,75,965,2014,1,2,18,0
1,55.59999847,-22.29999924,2013362S09053,2014,BEJISA,1/3/2014 0:00, TS,68,970,2014,1,3,0,0
1,-176.8000031,-16.60000038,2014004S17183,2014,IAN,1/8/2014 18:00, NR,65,975,2014,1,8,18,0
1,-176.6999969,-16.70000076,2014004S17183,2014,IAN,1/9/2014 0:00, NR,75,970,2014,1,9,0,0
1,-171.6999969,-25.79999924,2014004S17183,2014,IAN,1/12/2014 12:00, NR,80,955,2014,1,12,12,0
1,-171.3999939,-26.70000076,2014004S17183,2014,IAN,1/12/2014 18:00, NR,75,960,2014,1,12,18,0
