Category,Longitude,Latitude,Serial_Num,Season,Name,ISO_time,Nature,wmo_wind,wmo_pres,year,month,day,hour,min
1,132.8000031,30.79999924,2011192N18158,2011,MA-ON,7/18/2011 18:00, TS,75,960,2011,7,18,18,0
1,132.8000031,31.29999924,2011192N18158,2011,MA-ON,7/18/2011 21:00, TS,75,960,2011,7,18,21,0
1,132.8000031,31.79999924,2011192N18158,2011,MA-ON,7/19/2011 0:00, TS,75,960,2011,7,19,0,0
1,132.8999939,32.20000076,2011192N18158,2011,MA-ON,7/19/2011 3:00, TS,75,960,2011,7,19,3,0
1,133.1000061,32.70000076,2011192N18158,2011,MA-ON,7/19/2011 6:00, TS,75,960,2011,7,19,6,0
1,133.6000061,32.90000153,2011192N18158,2011,MA-ON,7/19/2011 9:00, TS,75,960,2011,7,19,9,0
1,134.3000031,33.29999924,2011192N18158,2011,MA-ON,7/19/2011 12:00, TS,75,960,2011,7,19,12,0
1,134.3000031,33.59999847,2011192N18158,2011,MA-ON,7/19/2011 14:00, TS,75,960,2011,7,19,14,0
1,134.3000031,33.59999847,2011192N18158,2011,MA-ON,7/19/2011 15:00, TS,70,965,2011,7,19,15,0
1,134.5,33.59999847,2011192N18158,2011,MA-ON,7/19/2011 18:00, TS,65,970,2011,7,19,18,0
1,-97.90000153,12.39999962,2011199N10271,2011,DORA,7/19/2011 18:00, TS,65,989,2011,7,19,18,0
1,-99.40000153,13.10000038,2011199N10271,2011,DORA,7/20/2011 0:00, TS,70,987,2011,7,20,0,0
1,-100.9000015,13.80000019,2011199N10271,2011,DORA,7/20/2011 6:00, TS,80,981,2011,7,20,6,0
1,-109.0999985,19.10000038,2011199N10271,2011,DORA,7/22/2011 12:00, TS,75,981,2011,7,22,12,0
1,133.8999939,15.69999981,2011208N09145,2011,MUIFA,7/30/2011 0:00, TS,65,970,2011,7,30,0,0
1,133.1000061,16.20000076,2011208N09145,2011,MUIFA,7/30/2011 6:00, TS,75,960,2011,7,30,6,0
1,127,26.10000038,2011208N09145,2011,MUIFA,8/5/2011 12:00, TS,80,950,2011,8,5,12,0
1,126.8000031,26.29999924,2011208N09145,2011,MUIFA,8/5/2011 13:00, TS,80,950,2011,8,5,13,0
1,126.5999985,26.39999962,2011208N09145,2011,MUIFA,8/5/2011 15:00, TS,80,950,2011,8,5,15,0
1,126.3000031,26.5,2011208N09145,2011,MUIFA,8/5/2011 18:00, TS,80,950,2011,8,5,18,0
1,126.1999969,27,2011208N09145,2011,MUIFA,8/5/2011 21:00, TS,75,955,2011,8,5,21,0
1,125.8000031,27.60000038,2011208N09145,2011,MUIFA,8/6/2011 0:00, TS,75,955,2011,8,6,0,0
1,125.5,28.10000038,2011208N09145,2011,MUIFA,8/6/2011 3:00, TS,75,955,2011,8,6,3,0
1,125.3000031,28.5,2011208N09145,2011,MUIFA,8/6/2011 6:00, TS,70,960,2011,8,6,6,0
1,125.0999985,29,2011208N09145,2011,MUIFA,8/6/2011 9:00, TS,70,960,2011,8,6,9,0
1,125,29.39999962,2011208N09145,2011,MUIFA,8/6/2011 12:00, TS,65,965,2011,8,6,12,0
1,124.6999969,30.5,2011208N09145,2011,MUIFA,8/6/2011 18:00, TS,65,965,2011,8,6,18,0
1,124.4000015,31.89999962,2011208N09145,2011,MUIFA,8/7/2011 0:00, TS,65,970,2011,8,7,0,0
1,-105,12.60000038,2011212N10264,2011,EUGENE,8/1/2011 18:00, TS,65,990,2011,8,1,18,0
1,-106.3000031,13,2011212N10264,2011,EUGENE,8/2/2011 0:00, TS,70,988,2011,8,2,0,0
1,-107.5999985,13.39999962,2011212N10264,2011,EUGENE,8/2/2011 6:00, TS,75,985,2011,8,2,6,0
1,-108.9000015,13.69999981,2011212N10264,2011,EUGENE,8/2/2011 12:00, TS,80,977,2011,8,2,12,0
1,-120.5999985,17.20000076,2011212N10264,2011,EUGENE,8/5/2011 0:00, TS,80,977,2011,8,5,0,0
1,-121.8000031,17.5,2011212N10264,2011,EUGENE,8/5/2011 6:00, TS,70,984,2011,8,5,6,0
1,-107.5,17.29999924,2011229N14261,2011,GREG,8/18/2011 0:00, TS,65,987,2011,8,18,0,0
1,-109.1999969,17.79999924,2011229N14261,2011,GREG,8/18/2011 6:00, TS,70,980,2011,8,18,6,0
1,-110.8000031,18.29999924,2011229N14261,2011,GREG,8/18/2011 12:00, TS,75,979,2011,8,18,12,0
1,-112,18.60000038,2011229N14261,2011,GREG,8/18/2011 18:00, TS,75,980,2011,8,18,18,0
1,-113.3000031,18.79999924,2011229N14261,2011,GREG,8/19/2011 0:00, TS,70,983,2011,8,19,0,0
